participant_id,age,gender,education,scenario,scenario_type,decision,reaction_time,emotional_response,关爱/伤害,公平/欺骗,忠诚/背叛,权威/颠覆,圣洁/堕落
135,40,男,本科,1,环境伦理,4,22.11,4,2,1,5,6,6
135,40,男,本科,2,职业伦理,5,16.55,2,2,1,5,6,6
135,40,男,本科,3,数字伦理,2,8.54,5,2,1,5,6,6
135,40,男,本科,4,个人道德困境,5,1.63,5,2,1,5,6,6
135,40,男,本科,5,个人道德困境,1,2.45,4,2,1,5,6,6
136,55,男,本科,1,职业伦理,1,14.85,1,6,5,3,6,5
136,55,男,本科,2,职业伦理,7,5.7,1,6,5,3,6,5
136,55,男,本科,3,个人道德困境,3,11.88,3,6,5,3,6,5
136,55,男,本科,4,个人道德困境,5,7.53,4,6,5,3,6,5
136,55,男,本科,5,数字伦理,4,22.54,2,6,5,3,6,5
137,57,男,本科,1,社会道德困境,6,17.24,1,7,2,3,3,7
137,57,男,本科,2,社会道德困境,1,23.94,3,7,2,3,3,7
137,57,男,本科,3,个人道德困境,7,19.93,1,7,2,3,3,7
137,57,男,本科,4,个人道德困境,5,21.73,4,7,2,3,3,7
137,57,男,本科,5,数字伦理,3,19.41,3,7,2,3,3,7
138,28,女,高中及以下,1,个人道德困境,3,12.88,1,3,7,3,1,7
138,28,女,高中及以下,2,环境伦理,7,2.45,2,3,7,3,1,7
138,28,女,高中及以下,3,个人道德困境,6,14.55,4,3,7,3,1,7
138,28,女,高中及以下,4,个人道德困境,5,17.9,5,3,7,3,1,7
138,28,女,高中及以下,5,个人道德困境,7,11.74,5,3,7,3,1,7
139,30,女,高中及以下,1,职业伦理,3,24.81,4,3,3,3,2,2
139,30,女,高中及以下,2,环境伦理,3,22.15,4,3,3,3,2,2
139,30,女,高中及以下,3,职业伦理,1,19.13,1,3,3,3,2,2
139,30,女,高中及以下,4,个人道德困境,3,1.31,3,3,3,3,2,2
139,30,女,高中及以下,5,社会道德困境,6,8.04,1,3,3,3,2,2
140,29,女,硕士及以上,1,数字伦理,7,4.38,4,3,4,2,4,6
140,29,女,硕士及以上,2,个人道德困境,3,8.91,2,3,4,2,4,6
140,29,女,硕士及以上,3,职业伦理,3,1.09,3,3,4,2,4,6
140,29,女,硕士及以上,4,个人道德困境,1,7.33,3,3,4,2,4,6
140,29,女,硕士及以上,5,职业伦理,6,11.99,3,3,4,2,4,6
141,51,男,硕士及以上,1,数字伦理,5,5.41,5,6,5,7,1,4
141,51,男,硕士及以上,2,职业伦理,6,6.0,5,6,5,7,1,4
141,51,男,硕士及以上,3,职业伦理,3,28.59,1,6,5,7,1,4
141,51,男,硕士及以上,4,个人道德困境,4,16.24,2,6,5,7,1,4
141,51,男,硕士及以上,5,职业伦理,3,5.11,5,6,5,7,1,4
142,55,男,高中及以下,1,个人道德困境,6,20.48,1,3,5,2,6,6
142,55,男,高中及以下,2,个人道德困境,1,16.53,3,3,5,2,6,6
142,55,男,高中及以下,3,个人道德困境,2,21.05,4,3,5,2,6,6
142,55,男,高中及以下,4,职业伦理,3,4.49,2,3,5,2,6,6
142,55,男,高中及以下,5,环境伦理,7,27.38,1,3,5,2,6,6
143,54,女,本科,1,职业伦理,3,27.83,2,5,3,6,1,5
143,54,女,本科,2,社会道德困境,5,19.29,5,5,3,6,1,5
143,54,女,本科,3,个人道德困境,2,16.6,5,5,3,6,1,5
143,54,女,本科,4,数字伦理,2,7.78,5,5,3,6,1,5
143,54,女,本科,5,职业伦理,7,25.06,3,5,3,6,1,5
144,35,男,硕士及以上,1,社会道德困境,6,19.2,4,4,2,7,2,7
144,35,男,硕士及以上,2,职业伦理,1,3.05,2,4,2,7,2,7
144,35,男,硕士及以上,3,职业伦理,3,8.92,3,4,2,7,2,7
144,35,男,硕士及以上,4,社会道德困境,7,18.86,2,4,2,7,2,7
144,35,男,硕士及以上,5,环境伦理,3,7.8,4,4,2,7,2,7
145,57,男,硕士及以上,1,职业伦理,5,28.92,2,2,6,5,7,1
145,57,男,硕士及以上,2,社会道德困境,2,26.64,3,2,6,5,7,1
145,57,男,硕士及以上,3,社会道德困境,4,1.94,2,2,6,5,7,1
145,57,男,硕士及以上,4,环境伦理,3,15.98,5,2,6,5,7,1
145,57,男,硕士及以上,5,个人道德困境,6,28.45,4,2,6,5,7,1
146,19,女,硕士及以上,1,环境伦理,3,9.47,1,2,7,3,4,3
146,19,女,硕士及以上,2,社会道德困境,1,19.19,4,2,7,3,4,3
146,19,女,硕士及以上,3,环境伦理,2,23.6,3,2,7,3,4,3
146,19,女,硕士及以上,4,数字伦理,4,12.83,5,2,7,3,4,3
146,19,女,硕士及以上,5,环境伦理,6,5.81,3,2,7,3,4,3
147,60,女,高中及以下,1,社会道德困境,3,2.69,4,3,1,2,2,7
147,60,女,高中及以下,2,数字伦理,2,15.22,4,3,1,2,2,7
147,60,女,高中及以下,3,环境伦理,4,12.58,3,3,1,2,2,7
147,60,女,高中及以下,4,环境伦理,6,14.82,2,3,1,2,2,7
147,60,女,高中及以下,5,职业伦理,6,9.77,5,3,1,2,2,7
148,47,男,本科,1,数字伦理,2,4.86,1,3,2,3,2,5
148,47,男,本科,2,个人道德困境,4,23.76,5,3,2,3,2,5
148,47,男,本科,3,环境伦理,4,26.48,4,3,2,3,2,5
148,47,男,本科,4,环境伦理,4,12.15,1,3,2,3,2,5
148,47,男,本科,5,个人道德困境,1,17.16,5,3,2,3,2,5
149,53,男,硕士及以上,1,社会道德困境,4,14.21,2,3,2,5,4,2
149,53,男,硕士及以上,2,社会道德困境,3,22.75,2,3,2,5,4,2
149,53,男,硕士及以上,3,社会道德困境,3,10.3,2,3,2,5,4,2
149,53,男,硕士及以上,4,环境伦理,6,11.36,4,3,2,5,4,2
149,53,男,硕士及以上,5,社会道德困境,2,15.29,5,3,2,5,4,2
150,50,男,硕士及以上,1,职业伦理,2,14.25,1,3,5,7,7,1
150,50,男,硕士及以上,2,社会道德困境,3,11.5,4,3,5,7,7,1
150,50,男,硕士及以上,3,数字伦理,4,28.11,5,3,5,7,7,1
150,50,男,硕士及以上,4,数字伦理,7,12.22,3,3,5,7,7,1
150,50,男,硕士及以上,5,职业伦理,6,22.82,1,3,5,7,7,1
151,46,男,硕士及以上,1,个人道德困境,1,26.11,1,7,6,5,2,6
151,46,男,硕士及以上,2,个人道德困境,3,10.74,5,7,6,5,2,6
151,46,男,硕士及以上,3,个人道德困境,3,14.49,5,7,6,5,2,6
151,46,男,硕士及以上,4,环境伦理,2,15.44,4,7,6,5,2,6
151,46,男,硕士及以上,5,职业伦理,5,20.04,3,7,6,5,2,6
152,37,男,硕士及以上,1,社会道德困境,3,25.7,5,5,6,1,6,6
152,37,男,硕士及以上,2,环境伦理,7,9.74,3,5,6,1,6,6
152,37,男,硕士及以上,3,数字伦理,2,27.46,2,5,6,1,6,6
152,37,男,硕士及以上,4,数字伦理,5,23.29,3,5,6,1,6,6
152,37,男,硕士及以上,5,数字伦理,2,11.82,4,5,6,1,6,6
153,30,男,高中及以下,1,个人道德困境,5,22.77,4,2,2,1,2,1
153,30,男,高中及以下,2,环境伦理,4,20.33,5,2,2,1,2,1
153,30,男,高中及以下,3,社会道德困境,2,11.64,1,2,2,1,2,1
153,30,男,高中及以下,4,数字伦理,3,1.13,2,2,2,1,2,1
153,30,男,高中及以下,5,职业伦理,4,2.7,3,2,2,1,2,1
154,22,女,本科,1,职业伦理,7,13.86,5,4,5,5,4,5
154,22,女,本科,2,数字伦理,1,21.73,4,4,5,5,4,5
154,22,女,本科,3,环境伦理,7,22.94,1,4,5,5,4,5
154,22,女,本科,4,社会道德困境,5,29.69,4,4,5,5,4,5
154,22,女,本科,5,社会道德困境,2,12.65,4,4,5,5,4,5
155,58,女,高中及以下,1,社会道德困境,1,13.53,4,3,3,2,7,3
155,58,女,高中及以下,2,社会道德困境,4,9.28,3,3,3,2,7,3
155,58,女,高中及以下,3,环境伦理,3,18.26,2,3,3,2,7,3
155,58,女,高中及以下,4,数字伦理,2,12.6,1,3,3,2,7,3
155,58,女,高中及以下,5,职业伦理,5,28.59,3,3,3,2,7,3
156,37,男,本科,1,职业伦理,5,3.8,2,7,1,7,4,4
156,37,男,本科,2,环境伦理,5,4.87,3,7,1,7,4,4
156,37,男,本科,3,职业伦理,3,27.53,3,7,1,7,4,4
156,37,男,本科,4,社会道德困境,2,8.14,4,7,1,7,4,4
156,37,男,本科,5,职业伦理,7,17.19,5,7,1,7,4,4
157,46,男,本科,1,个人道德困境,7,3.32,5,7,7,2,5,7
157,46,男,本科,2,数字伦理,3,10.09,1,7,7,2,5,7
157,46,男,本科,3,数字伦理,4,12.68,3,7,7,2,5,7
157,46,男,本科,4,社会道德困境,7,28.69,5,7,7,2,5,7
157,46,男,本科,5,职业伦理,1,21.39,4,7,7,2,5,7
158,22,女,本科,1,职业伦理,3,6.07,2,4,5,5,5,7
158,22,女,本科,2,社会道德困境,5,18.87,4,4,5,5,5,7
158,22,女,本科,3,职业伦理,1,12.9,5,4,5,5,5,7
158,22,女,本科,4,数字伦理,4,8.35,1,4,5,5,5,7
158,22,女,本科,5,数字伦理,7,15.83,5,4,5,5,5,7
159,32,男,硕士及以上,1,环境伦理,6,10.62,1,3,7,1,6,4
159,32,男,硕士及以上,2,数字伦理,7,18.42,3,3,7,1,6,4
159,32,男,硕士及以上,3,环境伦理,3,18.54,5,3,7,1,6,4
159,32,男,硕士及以上,4,个人道德困境,1,27.11,3,3,7,1,6,4
159,32,男,硕士及以上,5,个人道德困境,3,22.11,2,3,7,1,6,4
160,30,男,硕士及以上,1,个人道德困境,6,16.5,2,2,4,2,3,5
160,30,男,硕士及以上,2,环境伦理,6,25.94,3,2,4,2,3,5
160,30,男,硕士及以上,3,数字伦理,5,1.9,1,2,4,2,3,5
160,30,男,硕士及以上,4,社会道德困境,4,14.99,1,2,4,2,3,5
160,30,男,硕士及以上,5,数字伦理,6,2.42,1,2,4,2,3,5
161,37,男,硕士及以上,1,社会道德困境,7,5.66,2,5,5,1,7,2
161,37,男,硕士及以上,2,社会道德困境,7,2.97,2,5,5,1,7,2
161,37,男,硕士及以上,3,数字伦理,1,1.54,3,5,5,1,7,2
161,37,男,硕士及以上,4,数字伦理,6,25.84,4,5,5,1,7,2
161,37,男,硕士及以上,5,职业伦理,5,8.88,5,5,5,1,7,2
162,36,女,本科,1,职业伦理,7,4.69,1,5,2,6,4,6
162,36,女,本科,2,个人道德困境,4,9.15,2,5,2,6,4,6
162,36,女,本科,3,社会道德困境,5,28.12,2,5,2,6,4,6
162,36,女,本科,4,环境伦理,4,19.25,3,5,2,6,4,6
162,36,女,本科,5,职业伦理,5,6.53,4,5,2,6,4,6
163,23,男,高中及以下,1,环境伦理,6,9.05,3,6,6,2,5,6
163,23,男,高中及以下,2,社会道德困境,4,25.14,5,6,6,2,5,6
163,23,男,高中及以下,3,职业伦理,1,11.04,5,6,6,2,5,6
163,23,男,高中及以下,4,社会道德困境,4,1.2,5,6,6,2,5,6
163,23,男,高中及以下,5,环境伦理,4,4.36,4,6,6,2,5,6
164,43,女,高中及以下,1,社会道德困境,5,20.03,4,7,6,4,1,2
164,43,女,高中及以下,2,职业伦理,7,19.36,5,7,6,4,1,2
164,43,女,高中及以下,3,职业伦理,3,27.12,5,7,6,4,1,2
164,43,女,高中及以下,4,职业伦理,6,20.29,2,7,6,4,1,2
164,43,女,高中及以下,5,社会道德困境,5,22.99,3,7,6,4,1,2
165,19,男,高中及以下,1,数字伦理,3,5.54,4,7,5,3,1,1
165,19,男,高中及以下,2,社会道德困境,5,22.36,3,7,5,3,1,1
165,19,男,高中及以下,3,社会道德困境,7,17.89,5,7,5,3,1,1
165,19,男,高中及以下,4,社会道德困境,3,2.52,5,7,5,3,1,1
165,19,男,高中及以下,5,数字伦理,7,1.66,3,7,5,3,1,1
166,29,女,高中及以下,1,环境伦理,4,25.36,5,3,5,7,4,4
166,29,女,高中及以下,2,环境伦理,3,15.45,5,3,5,7,4,4
166,29,女,高中及以下,3,社会道德困境,5,18.79,3,3,5,7,4,4
166,29,女,高中及以下,4,职业伦理,4,14.52,4,3,5,7,4,4
166,29,女,高中及以下,5,数字伦理,7,27.53,2,3,5,7,4,4
167,19,男,高中及以下,1,社会道德困境,5,27.62,4,6,2,5,7,4
167,19,男,高中及以下,2,职业伦理,5,3.23,1,6,2,5,7,4
167,19,男,高中及以下,3,职业伦理,3,18.89,4,6,2,5,7,4
167,19,男,高中及以下,4,数字伦理,7,10.13,4,6,2,5,7,4
167,19,男,高中及以下,5,社会道德困境,2,26.3,5,6,2,5,7,4
168,54,男,本科,1,个人道德困境,6,26.78,3,5,1,5,6,5
168,54,男,本科,2,环境伦理,7,24.79,5,5,1,5,6,5
168,54,男,本科,3,环境伦理,4,29.49,4,5,1,5,6,5
168,54,男,本科,4,职业伦理,5,1.97,2,5,1,5,6,5
168,54,男,本科,5,环境伦理,6,4.29,3,5,1,5,6,5
169,31,女,本科,1,社会道德困境,2,2.57,2,7,1,5,1,1
169,31,女,本科,2,职业伦理,3,25.87,4,7,1,5,1,1
169,31,女,本科,3,个人道德困境,2,7.15,2,7,1,5,1,1
169,31,女,本科,4,数字伦理,2,19.22,3,7,1,5,1,1
169,31,女,本科,5,社会道德困境,7,6.4,2,7,1,5,1,1
170,23,女,高中及以下,1,个人道德困境,6,1.73,4,3,2,3,5,4
170,23,女,高中及以下,2,社会道德困境,5,8.37,3,3,2,3,5,4
170,23,女,高中及以下,3,数字伦理,5,5.47,4,3,2,3,5,4
170,23,女,高中及以下,4,社会道德困境,6,27.21,1,3,2,3,5,4
170,23,女,高中及以下,5,职业伦理,2,26.46,4,3,2,3,5,4
171,64,女,硕士及以上,1,环境伦理,4,6.11,1,1,4,1,6,2
171,64,女,硕士及以上,2,职业伦理,4,12.1,3,1,4,1,6,2
171,64,女,硕士及以上,3,环境伦理,4,14.74,4,1,4,1,6,2
171,64,女,硕士及以上,4,职业伦理,3,19.9,3,1,4,1,6,2
171,64,女,硕士及以上,5,职业伦理,3,15.76,3,1,4,1,6,2
172,46,女,本科,1,数字伦理,3,23.5,5,5,7,3,2,6
172,46,女,本科,2,个人道德困境,2,18.29,3,5,7,3,2,6
172,46,女,本科,3,数字伦理,2,27.82,4,5,7,3,2,6
172,46,女,本科,4,数字伦理,2,6.01,1,5,7,3,2,6
172,46,女,本科,5,职业伦理,5,27.66,5,5,7,3,2,6
173,51,女,高中及以下,1,社会道德困境,4,4.53,4,3,3,2,6,7
173,51,女,高中及以下,2,数字伦理,5,12.96,3,3,3,2,6,7
173,51,女,高中及以下,3,个人道德困境,1,5.56,5,3,3,2,6,7
173,51,女,高中及以下,4,社会道德困境,3,14.65,5,3,3,2,6,7
173,51,女,高中及以下,5,环境伦理,2,9.85,4,3,3,2,6,7
174,62,男,高中及以下,1,职业伦理,5,14.83,1,3,3,1,5,2
174,62,男,高中及以下,2,个人道德困境,6,29.17,5,3,3,1,5,2
174,62,男,高中及以下,3,社会道德困境,6,7.86,5,3,3,1,5,2
174,62,男,高中及以下,4,职业伦理,2,19.52,5,3,3,1,5,2
174,62,男,高中及以下,5,职业伦理,6,11.51,2,3,3,1,5,2
175,64,女,本科,1,个人道德困境,4,2.37,5,7,7,5,5,3
175,64,女,本科,2,数字伦理,7,8.38,2,7,7,5,5,3
175,64,女,本科,3,个人道德困境,7,13.61,3,7,7,5,5,3
175,64,女,本科,4,环境伦理,7,11.18,5,7,7,5,5,3
175,64,女,本科,5,个人道德困境,1,25.38,5,7,7,5,5,3
176,35,男,硕士及以上,1,数字伦理,1,2.06,2,1,5,1,7,6
176,35,男,硕士及以上,2,数字伦理,2,21.2,2,1,5,1,7,6
176,35,男,硕士及以上,3,数字伦理,3,23.8,5,1,5,1,7,6
176,35,男,硕士及以上,4,社会道德困境,4,16.15,4,1,5,1,7,6
176,35,男,硕士及以上,5,个人道德困境,3,23.98,3,1,5,1,7,6
177,26,女,硕士及以上,1,个人道德困境,7,19.86,2,1,4,6,3,3
177,26,女,硕士及以上,2,职业伦理,1,28.62,1,1,4,6,3,3
177,26,女,硕士及以上,3,职业伦理,4,28.87,2,1,4,6,3,3
177,26,女,硕士及以上,4,个人道德困境,1,26.18,4,1,4,6,3,3
177,26,女,硕士及以上,5,社会道德困境,3,5.32,4,1,4,6,3,3
178,48,女,高中及以下,1,个人道德困境,2,12.64,5,4,6,4,3,3
178,48,女,高中及以下,2,环境伦理,4,16.82,3,4,6,4,3,3
178,48,女,高中及以下,3,环境伦理,2,3.78,3,4,6,4,3,3
178,48,女,高中及以下,4,职业伦理,1,17.62,4,4,6,4,3,3
178,48,女,高中及以下,5,个人道德困境,5,11.58,2,4,6,4,3,3
179,51,女,硕士及以上,1,社会道德困境,4,1.61,1,7,7,5,1,7
179,51,女,硕士及以上,2,数字伦理,2,20.58,4,7,7,5,1,7
179,51,女,硕士及以上,3,环境伦理,1,10.51,4,7,7,5,1,7
179,51,女,硕士及以上,4,数字伦理,6,12.08,2,7,7,5,1,7
179,51,女,硕士及以上,5,职业伦理,1,13.16,1,7,7,5,1,7
180,55,男,高中及以下,1,社会道德困境,3,28.29,2,5,6,5,4,5
180,55,男,高中及以下,2,数字伦理,4,22.52,2,5,6,5,4,5
180,55,男,高中及以下,3,职业伦理,3,11.18,4,5,6,5,4,5
180,55,男,高中及以下,4,数字伦理,4,23.21,1,5,6,5,4,5
180,55,男,高中及以下,5,环境伦理,6,7.1,1,5,6,5,4,5
181,31,男,高中及以下,1,职业伦理,1,22.42,5,3,3,7,2,7
181,31,男,高中及以下,2,社会道德困境,4,18.87,3,3,3,7,2,7
181,31,男,高中及以下,3,个人道德困境,3,23.1,3,3,3,7,2,7
181,31,男,高中及以下,4,个人道德困境,1,8.36,4,3,3,7,2,7
181,31,男,高中及以下,5,环境伦理,4,19.24,1,3,3,7,2,7
182,48,女,硕士及以上,1,环境伦理,6,11.05,2,3,7,5,4,7
182,48,女,硕士及以上,2,社会道德困境,5,10.01,3,3,7,5,4,7
182,48,女,硕士及以上,3,个人道德困境,1,24.8,1,3,7,5,4,7
182,48,女,硕士及以上,4,数字伦理,3,10.67,2,3,7,5,4,7
182,48,女,硕士及以上,5,环境伦理,4,4.19,4,3,7,5,4,7
183,55,男,本科,1,环境伦理,2,3.26,4,5,4,5,1,2
183,55,男,本科,2,个人道德困境,1,26.5,4,5,4,5,1,2
183,55,男,本科,3,数字伦理,7,22.68,5,5,4,5,1,2
183,55,男,本科,4,环境伦理,3,20.46,4,5,4,5,1,2
183,55,男,本科,5,个人道德困境,1,28.93,5,5,4,5,1,2
184,38,男,本科,1,职业伦理,1,28.56,5,7,2,6,2,1
184,38,男,本科,2,数字伦理,4,14.75,3,7,2,6,2,1
184,38,男,本科,3,环境伦理,2,26.77,1,7,2,6,2,1
184,38,男,本科,4,环境伦理,1,13.19,1,7,2,6,2,1
184,38,男,本科,5,环境伦理,7,3.0,2,7,2,6,2,1
185,53,男,硕士及以上,1,社会道德困境,6,5.17,3,6,1,7,6,3
185,53,男,硕士及以上,2,社会道德困境,4,12.15,1,6,1,7,6,3
185,53,男,硕士及以上,3,职业伦理,7,19.01,5,6,1,7,6,3
185,53,男,硕士及以上,4,社会道德困境,5,10.98,1,6,1,7,6,3
185,53,男,硕士及以上,5,社会道德困境,4,17.56,1,6,1,7,6,3
186,54,男,高中及以下,1,环境伦理,1,5.6,2,3,5,2,7,7
186,54,男,高中及以下,2,环境伦理,6,15.62,2,3,5,2,7,7
186,54,男,高中及以下,3,个人道德困境,3,20.47,2,3,5,2,7,7
186,54,男,高中及以下,4,职业伦理,5,17.88,4,3,5,2,7,7
186,54,男,高中及以下,5,数字伦理,6,22.91,3,3,5,2,7,7
187,50,女,硕士及以上,1,数字伦理,3,28.39,4,2,2,1,7,5
187,50,女,硕士及以上,2,社会道德困境,1,14.35,2,2,2,1,7,5
187,50,女,硕士及以上,3,环境伦理,7,2.58,3,2,2,1,7,5
187,50,女,硕士及以上,4,环境伦理,2,24.16,2,2,2,1,7,5
187,50,女,硕士及以上,5,数字伦理,2,27.27,2,2,2,1,7,5
188,21,男,高中及以下,1,数字伦理,1,24.96,5,5,1,7,3,1
188,21,男,高中及以下,2,社会道德困境,6,7.74,3,5,1,7,3,1
188,21,男,高中及以下,3,职业伦理,1,4.79,1,5,1,7,3,1
188,21,男,高中及以下,4,社会道德困境,7,5.64,2,5,1,7,3,1
188,21,男,高中及以下,5,环境伦理,4,10.48,1,5,1,7,3,1
189,48,女,本科,1,数字伦理,6,20.17,1,4,3,1,6,4
189,48,女,本科,2,环境伦理,2,22.85,5,4,3,1,6,4
189,48,女,本科,3,环境伦理,2,12.07,1,4,3,1,6,4
189,48,女,本科,4,社会道德困境,4,3.97,4,4,3,1,6,4
189,48,女,本科,5,职业伦理,3,2.54,5,4,3,1,6,4
190,49,男,硕士及以上,1,环境伦理,1,2.57,5,7,2,5,2,5
190,49,男,硕士及以上,2,社会道德困境,3,3.83,1,7,2,5,2,5
190,49,男,硕士及以上,3,数字伦理,6,19.15,3,7,2,5,2,5
190,49,男,硕士及以上,4,社会道德困境,6,27.32,1,7,2,5,2,5
190,49,男,硕士及以上,5,个人道德困境,7,7.11,1,7,2,5,2,5
191,46,男,本科,1,环境伦理,6,19.67,2,2,7,4,3,7
191,46,男,本科,2,社会道德困境,1,7.02,1,2,7,4,3,7
191,46,男,本科,3,数字伦理,1,23.03,1,2,7,4,3,7
191,46,男,本科,4,社会道德困境,5,9.77,4,2,7,4,3,7
191,46,男,本科,5,职业伦理,3,29.61,3,2,7,4,3,7
192,39,女,本科,1,职业伦理,7,11.09,5,7,5,1,6,7
192,39,女,本科,2,环境伦理,4,21.56,1,7,5,1,6,7
192,39,女,本科,3,职业伦理,4,6.79,4,7,5,1,6,7
192,39,女,本科,4,社会道德困境,7,28.64,3,7,5,1,6,7
192,39,女,本科,5,环境伦理,6,29.14,3,7,5,1,6,7
193,64,女,硕士及以上,1,个人道德困境,7,25.3,4,1,4,2,5,5
193,64,女,硕士及以上,2,数字伦理,6,4.83,1,1,4,2,5,5
193,64,女,硕士及以上,3,职业伦理,4,15.6,3,1,4,2,5,5
193,64,女,硕士及以上,4,个人道德困境,7,12.28,2,1,4,2,5,5
193,64,女,硕士及以上,5,数字伦理,2,4.24,2,1,4,2,5,5
194,62,女,本科,1,个人道德困境,1,6.87,4,6,6,3,4,5
194,62,女,本科,2,数字伦理,7,23.24,1,6,6,3,4,5
194,62,女,本科,3,个人道德困境,3,16.45,2,6,6,3,4,5
194,62,女,本科,4,数字伦理,2,4.21,1,6,6,3,4,5
194,62,女,本科,5,环境伦理,7,8.87,3,6,6,3,4,5
195,44,女,高中及以下,1,个人道德困境,1,25.4,3,3,5,4,7,6
195,44,女,高中及以下,2,个人道德困境,3,7.15,2,3,5,4,7,6
195,44,女,高中及以下,3,环境伦理,2,28.03,5,3,5,4,7,6
195,44,女,高中及以下,4,个人道德困境,2,19.3,3,3,5,4,7,6
195,44,女,高中及以下,5,数字伦理,4,23.74,5,3,5,4,7,6
196,48,女,本科,1,社会道德困境,7,25.76,5,7,2,3,3,6
196,48,女,本科,2,个人道德困境,3,3.29,1,7,2,3,3,6
196,48,女,本科,3,职业伦理,4,7.15,1,7,2,3,3,6
196,48,女,本科,4,个人道德困境,3,19.49,1,7,2,3,3,6
196,48,女,本科,5,数字伦理,2,21.48,5,7,2,3,3,6
197,22,男,本科,1,个人道德困境,2,28.1,3,2,6,2,4,3
197,22,男,本科,2,社会道德困境,6,7.3,5,2,6,2,4,3
197,22,男,本科,3,环境伦理,6,9.03,2,2,6,2,4,3
197,22,男,本科,4,社会道德困境,3,22.78,1,2,6,2,4,3
197,22,男,本科,5,社会道德困境,1,15.4,5,2,6,2,4,3
198,24,女,本科,1,职业伦理,1,3.46,1,2,6,4,7,4
198,24,女,本科,2,数字伦理,7,6.16,5,2,6,4,7,4
198,24,女,本科,3,环境伦理,6,17.69,4,2,6,4,7,4
198,24,女,本科,4,职业伦理,2,2.19,3,2,6,4,7,4
198,24,女,本科,5,职业伦理,6,12.09,2,2,6,4,7,4
199,45,女,本科,1,职业伦理,3,6.01,1,2,1,5,2,4
199,45,女,本科,2,社会道德困境,3,6.2,1,2,1,5,2,4
199,45,女,本科,3,社会道德困境,3,4.39,4,2,1,5,2,4
199,45,女,本科,4,个人道德困境,5,16.37,4,2,1,5,2,4
199,45,女,本科,5,职业伦理,4,6.21,3,2,1,5,2,4
200,37,女,本科,1,个人道德困境,3,23.18,3,4,3,3,6,1
200,37,女,本科,2,数字伦理,5,25.59,1,4,3,3,6,1
200,37,女,本科,3,社会道德困境,3,11.23,4,4,3,3,6,1
200,37,女,本科,4,数字伦理,4,25.95,2,4,3,3,6,1
200,37,女,本科,5,环境伦理,3,9.6,2,4,3,3,6,1
